"Wijken en buurten";"Regioaanduiding/Gemeentenaam (naam)";"Regioaanduiding/Soort regio (omschrijving)";"Regioaanduiding/Codering (code)";"Regioaanduiding/Indelingswijziging gemeente, wijk, buurt (code)";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Bevolking naar herkomst/Herkomstland/Nederland (aantal)";"Bevolking/Bevolking naar herkomst/Herkomstland/Europa (exclusief Nederland)  (aantal)";"Bevolking/Bevolking naar herkomst/Herkomstland/Buiten Europa  (aantal)";"Bevolking/Bevolking naar herkomst/Geboren in Nederland/Nederland (aantal)";"Bevolking/Bevolking naar herkomst/Geboren in Nederland/Europa (exclusief Nederland)  (aantal)";"Bevolking/Bevolking naar herkomst/Geboren in Nederland/Buiten Europa  (aantal)";"Bevolking/Bevolking naar herkomst/Geboren buiten Nederland/Europa (exclusief Nederland) (aantal)";"Bevolking/Bevolking naar herkomst/Geboren buiten Nederland/Buiten Europa (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)";"Wonen en vastgoed/Woningvoorraad (aantal)";"Wonen en vastgoed/Nieuwbouw woningen  (aantal)";"Wonen en vastgoed/Niet-woningvoorraad (aantal)";"Wonen en vastgoed/Nieuwbouw niet-woningen (aantal)";"Wonen en vastgoed/Gemiddelde WOZ-waarde van woningen (x 1 000 euro)";"Wonen en vastgoed/Woningen naar type/Percentage eengezinswoning (%)";"Wonen en vastgoed/Woningen naar type/Percentage tussenwoning (eengezins) (%)";"Wonen en vastgoed/Woningen naar type/Percentage hoekwoning (eengezins) (%)";"Wonen en vastgoed/Woningen naar type/Percentage twee-onder-één-kap-woning (ee (%)";"Wonen en vastgoed/Woningen naar type/Percentage vrijstaande woning (eengezins (%)";"Wonen en vastgoed/Woningen naar type/Percentage meergezinswoning (%)";"Wonen en vastgoed/Onbewoonde woningen (%)";"Wonen en vastgoed/Woningen naar eigendom/Koopwoningen (%)";"Wonen en vastgoed/Woningen naar eigendom/Huurwoningen/Huurwoningen totaal (%)";"Wonen en vastgoed/Woningen naar eigendom/Huurwoningen/In bezit woningcorporatie (%)";"Wonen en vastgoed/Woningen naar eigendom/Huurwoningen/In bezit overige verhuurders (%)";"Wonen en vastgoed/Woningen naar bouwjaar/Bouwjaar meer dan tien jaar geleden (%)";"Wonen en vastgoed/Woningen naar bouwjaar/Bouwjaar afgelopen tien jaar (%)";"Energie/Gemiddelde elektriciteitslevering/Gemiddelde elektriciteitslevering totaal (kWh)";"Energie/Gemiddelde elektriciteitslevering/Gemiddelde elektriciteitsteruglevering ()";"Energie/Gemiddeld aardgasverbruik/Gemiddeld aardgasverbruik totaal (m³)";"Energie/Gemiddeld aardgasverbruik/Percentage woningen met stadsverwarming (%)";"Energie/Gemiddeld aardgasverbruik/Aardgasvrije woningen (%)";"Energie/Gemiddeld aardgasverbruik/Aardgaswoningen (%)";"Energie/Woningen met zonnestroom (%)";"Energie/Woningen hoofdz. elektrisch verwarmd (%)";"Energie/Aantal publieke laadpalen (aantal)";"Onderwijs/Onderwijssoort/Leerlingen po (aantal)";"Onderwijs/Onderwijssoort/Leerlingen vo (incl. vavo)  (aantal)";"Onderwijs/Onderwijssoort/Studenten mbo (excl. extranei) (aantal)";"Onderwijs/Onderwijssoort/Studenten hbo (aantal)";"Onderwijs/Onderwijssoort/Studenten wo (aantal)";"Onderwijs/Hoogst behaald onderwijsniveau/Basisonderwijs, vmbo, mbo1 (aantal)";"Onderwijs/Hoogst behaald onderwijsniveau/Havo, vwo, mbo2-4 (aantal)";"Onderwijs/Hoogst behaald onderwijsniveau/Hbo, wo (aantal)";"Arbeid/Werkzame beroepsbevolking (aantal)";"Arbeid/Nettoarbeidsparticipatie (%)";"Arbeid/Onderverdeling werkenden/Percentage werknemers (%)";"Arbeid/Onderverdeling werkenden/Werknemers met vaste arbeidsr (%)";"Arbeid/Onderverdeling werkenden/Werknemers met flexibele arbe (%)";"Arbeid/Onderverdeling werkenden/Percentage zelfstandigen (%)";"Inkomen/Personen/Aantal inkomensontvangers   (aantal)";"Inkomen/Personen/Gemiddeld inkomen per inkomensontvanger  (x 1 000 euro)";"Inkomen/Personen/Gemiddeld inkomen per inwoner  (x 1 000 euro)";"Inkomen/Personen/40% personen met laagste inkomen (%)";"Inkomen/Personen/20% personen met hoogste inkomen (%)";"Inkomen/Personen/Personen in armoede (%)";"Inkomen/Personen/Personen tot 25% boven armoedegrens (%)";"Inkomen/Huishoudens/Gem. gestandaardiseerd inkomen (x 1 000 euro)";"Inkomen/Huishoudens/40% huishoudens met laagste inkomen (%)";"Inkomen/Huishoudens/20% huishoudens met hoogste inkomen (%)";"Inkomen/Huishoudens/Mediaan vermogen van particuliere huish. (x 1 000 euro)";"Sociale zekerheid/Personen per soort uitkering; Bijstand (aantal)";"Sociale zekerheid/Personen per soort uitkering; AO (aantal)";"Sociale zekerheid/Personen per soort uitkering; WW (aantal)";"Sociale zekerheid/Personen per soort uitkering; AOW (aantal)";"Zorg/Jongeren met jeugdzorg in natura (aantal)";"Zorg/Percentage jongeren met jeugdzorg (%)";"Zorg/Wmo-cliënten (aantal)";"Zorg/Wmo-cliënten relatief (per 1 000 inwoners)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen totaal (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/A Landbouw, bosbouw en visserij (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/B-F Nijverheid en energie (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/G+I Handel en horeca (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/H+J Vervoer, informatie en communicatie (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/K-L Financiële diensten, onroerend goed (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/M-N Zakelijke dienstverlening (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/O-Q Overheid, onderwijs en zorg (aantal)";"Bedrijfsvestigingen, SBI 2008/Bedrijfsvestigingen naar activiteit/R-U Cultuur, recreatie, overige diensten (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's totaal (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; brandstof benzine (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's; brandstoftype/Personenauto's; overige brandstof (aantal)";"Motorvoertuigen/Personenauto's/Personenauto's per huishouden (per huishouden)";"Motorvoertuigen/Personenauto's/Personenauto's naar oppervlakte (per km²)";"Motorvoertuigen/Motorfietsen (aantal)";"Nabijheid voorzieningen/Afstand tot huisartsenpraktijk (km)";"Nabijheid voorzieningen/Afstand tot grote supermarkt (km)";"Nabijheid voorzieningen/Afstand tot kinderdagverblijf (km)";"Nabijheid voorzieningen/Basisonderwijs/Afstand tot school (km)";"Nabijheid voorzieningen/Basisonderwijs/Scholen binnen 3 km (aantal)";"Oppervlakte/Oppervlakte totaal (ha)";"Oppervlakte/Oppervlakte land (ha)";"Oppervlakte/Oppervlakte water (ha)";"Postcode/Meest voorkomende postcode (code)";"Postcode/Dekkingspercentage (code)";"Stedelijkheid/Mate van stedelijkheid (code)";"Stedelijkheid/Omgevingsadressendichtheid (per km²)"
"Houtwijk";"'s-Gravenhage                           ";"Buurt     ";"BU05181786";"1";12740;6255;6480;2035;1430;2850;3390;3040;6270;4715;1170;590;7330;1385;4025;7330;545;1840;845;2185;;;;;5615;2030;1520;2065;2,2;8928;5562;;530;;363;48;38;10;0;0;52;3;57;43;37;6;97;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1415;15;340;200;115;25;310;300;115;4800;3820;975;0,9;3363;315;0,7;0,7;0,7;0,5;27,5;146;143;3;"      2552";1;1;4193
"Kom Loosduinen";"'s-Gravenhage                           ";"Buurt     ";"BU05181795";"1";5040;2335;2705;585;395;1235;1205;1610;2465;1435;645;490;3260;685;1095;3255;235;475;445;625;;;;;2820;1505;665;655;1,7;11009;2989;;220;;269;17;13;4;0;0;83;4;34;66;42;23;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;615;15;165;95;40;15;105;110;70;1855;1525;330;0,7;4049;115;0,5;0,4;0,3;0,5;15,3;47;46;1;"      2552";5;1;4052
"Wijk 18 Waldeck";"'s-Gravenhage                           ";"Wijk      ";"WK051818  ";"1";17655;8260;9400;2250;1475;3980;4270;5685;8540;5505;2235;1375;10480;2175;5005;10480;785;2130;1390;2875;;;;;9690;5160;2310;2220;1,8;9728;10020;;1160;;308;18;14;4;0;0;82;6;43;57;41;16;97;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1750;40;370;210;145;35;385;370;190;6460;5325;1135;0,7;3561;350;0,6;0,7;0,5;0,5;22,3;185;181;4;"         .";;1;4620
"Waldeck-Zuid";"'s-Gravenhage                           ";"Buurt     ";"BU05181806";"1";2045;930;1110;260;170;420;475;715;970;635;265;175;1155;235;655;1155;90;235;145;420;;;;;1155;605;275;280;1,8;9899;1194;;131;;275;10;8;2;0;0;90;6;44;56;50;6;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175;5;30;15;15;5;45;35;20;695;575;120;0,6;3374;25;0,6;0,4;0,5;0,5;14,3;21;21;0;"      2551";2;1;4237
"Nieuw Waldeck";"'s-Gravenhage                           ";"Buurt     ";"BU05181840";"1";7375;3595;3780;1305;815;1820;1870;1565;4000;2225;810;340;3995;920;2465;3995;325;1170;595;1295;;;;;3560;1640;710;1210;2,1;11881;3648;;107;;293;38;29;8;0;0;62;7;29;71;66;5;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;710;25;220;70;65;5;110;155;65;2525;2125;400;0,7;4065;155;0,5;0,8;0,6;0,5;21,5;65;62;3;"      2551";2;1;5105
"Rosenburg";"'s-Gravenhage                           ";"Buurt     ";"BU05181882";"1";3245;1565;1675;295;205;875;740;1125;1655;860;460;265;2010;390;840;2010;140;330;250;515;;;;;1900;1120;460;320;1,6;6413;1859;;190;;324;2;1;1;0;0;98;3;30;70;36;33;88;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;370;5;60;60;30;10;90;80;40;1105;890;215;0,6;2189;60;0,6;0,8;0,4;0,8;33,6;52;51;1;"      2555";4;1;5071
"Componistenbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05181893";"1";1820;810;1010;185;140;295;535;660;760;665;240;150;1225;265;330;1225;95;160;165;165;;;;;1030;520;310;195;1,8;12387;1069;;156;;406;12;10;1;0;0;88;6;88;12;0;12;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;0;15;20;15;5;85;45;30;770;620;150;0,7;5243;40;0,4;0,5;0,6;0,5;25,9;15;15;0;"      2555";1;1;4472
"Waldeck-Noord";"'s-Gravenhage                           ";"Buurt     ";"BU05181894";"1";3180;1365;1815;205;145;565;650;1620;1160;1120;460;445;2095;375;710;2095;140;235;235;480;;;;;2040;1270;560;215;1,5;9476;2250;;576;;293;4;3;1;0;0;96;8;53;47;21;26;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;275;5;45;45;25;5;60;60;30;1365;1115;250;0,7;4074;70;1;0,3;0,4;0,3;15,8;34;34;0;"      2551";3;1;3894
"Wijk 19 Vruchtenbuurt";"'s-Gravenhage                           ";"Wijk      ";"WK051819  ";"1";9965;4720;5240;1665;1010;2660;2835;1795;5510;3320;805;335;6870;1300;1800;6870;505;995;790;800;;;;;4570;1675;1240;1660;2,1;9620;4600;;332;;443;17;16;1;0;0;83;4;79;21;5;16;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1490;5;160;165;105;60;435;345;210;3485;2790;695;0,8;3365;225;0,4;1;0,3;0,5;37,6;104;104;0;"         .";;1;5208
"Vruchtenbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05181953";"1";7320;3485;3835;1265;765;1880;2090;1320;4050;2475;545;245;5070;950;1300;5070;375;720;575;575;;;;;3245;1145;870;1230;2,2;13682;3258;;241;;463;22;21;1;0;0;78;4;80;20;5;15;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1115;5;120;110;75;55;325;275;155;2515;1995;520;0,8;4702;155;0,4;0,9;0,3;0,5;36,8;54;54;0;"      2564";1;1;5035
"Eykenduinen";"'s-Gravenhage                           ";"Buurt     ";"BU05181983";"1";2645;1235;1410;405;245;780;740;475;1450;845;260;90;1795;345;500;1800;135;275;215;220;;;;;1320;530;370;420;2;5279;1342;;91;;393;6;5;1;0;0;94;5;77;23;4;19;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;370;0;40;55;30;5;110;70;55;970;795;175;0,7;1937;70;0,5;1,1;0,4;0,7;39,9;50;50;0;"      2564";2;1;5632
"Wijk 20 Valkenboskwartier";"'s-Gravenhage                           ";"Wijk      ";"WK051820  ";"1";18455;9120;9340;2450;2185;7235;4535;2055;12525;4040;1505;385;8285;4315;5865;8285;945;2360;3370;3505;;;;;10230;5590;2190;2450;1,8;17391;9878;;629;;333;7;6;0;0;0;93;8;49;51;11;40;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3685;160;890;355;260;45;860;595;515;5175;4235;940;0,5;4876;445;0,4;0,5;0,4;0,6;48,5;107;106;1;"         .";;1;8207
"Heesterbuurt";"'s-Gravenhage                           ";"Buurt     ";"BU05182054";"1";6795;3305;3490;980;785;2585;1700;750;4570;1460;615;150;3410;1430;1960;3410;355;825;1075;1135;;;;;3840;2130;740;970;1,8;16556;3678;;179;;304;5;5;0;0;0;95;6;49;50;25;25;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1200;45;315;105;85;20;280;190;165;1990;1660;330;0,5;4850;175;0,4;0,7;0,6;0,6;44,2;41;41;0;"      2563";3;1;7570
"Valkenboskwartier";"'s-Gravenhage                           ";"Buurt     ";"BU05182055";"1";11670;5810;5855;1470;1395;4650;2835;1305;7955;2580;890;240;4875;2885;3910;4875;590;1535;2295;2375;;;;;6390;3460;1455;1480;1,8;17916;6200;;450;;350;8;7;0;0;0;92;9;48;51;3;48;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2480;120;575;250;175;30;580;405;350;3185;2580;610;0,5;4893;265;0,4;0,4;0,3;0,5;51;66;65;1;"      2562";6;1;8577
"Wijk 21 Regentessekwartier";"'s-Gravenhage                           ";"Wijk      ";"WK051821  ";"1";14415;7185;7230;1980;1725;5705;3320;1690;9825;3200;1095;300;6110;3235;5080;6105;665;2065;2570;3010;;;;;8015;4470;1720;1825;1,8;15760;7774;;602;;389;12;11;1;0;0;88;9;35;65;17;48;94;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3015;95;510;350;200;60;805;505;495;3770;2990;780;0,5;4121;275;0,5;0,6;0,4;0,5;51,9;94;91;3;"         .";;1;8724
"Rond de Energiecentrale";"'s-Gravenhage                           ";"Buurt     ";"BU05182110";"1";6810;3415;3395;900;830;2785;1495;800;4620;1480;555;150;2480;1445;2890;2475;265;1190;1175;1700;;;;;3760;2115;805;850;1,8;13650;3650;;341;;339;14;13;1;0;0;86;7;29;71;24;47;88;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1320;45;290;150;80;10;320;225;195;1740;1380;360;0,5;3490;120;0,4;0,8;0,3;0,4;51,7;52;50;2;"      2562";6;1;9184
"Koningsplein e.o.";"'s-Gravenhage                           ";"Buurt     ";"BU05182144";"1";7610;3775;3835;1080;895;2920;1825;885;5210;1715;535;145;3630;1790;2190;3630;395;875;1395;1315;;;;;4250;2360;915;975;1,8;18292;4124;;261;;435;10;9;1;0;0;90;11;40;59;11;48;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1700;50;220;200;120;45;490;275;300;2030;1605;425;0,5;4878;155;0,5;0,5;0,4;0,6;52,2;43;42;1;"      2562";6;1;8306
"Wijk 22 Zeeheldenkwartier";"'s-Gravenhage                           ";"Wijk      ";"WK051822  ";"1";12915;6445;6470;1495;1595;5090;3105;1630;8955;2680;1040;245;5480;2735;4705;5475;635;1640;2100;3065;;;;;7295;4450;1520;1320;1,6;15914;6868;;801;;437;10;9;1;0;0;90;12;34;66;24;42;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2725;10;235;400;230;125;835;425;465;3250;2525;725;0,4;4004;290;0,7;0,4;0,4;0,9;44,9;81;81;0;"         .";;1;6897
"Zeeheldenkwartier";"'s-Gravenhage                           ";"Buurt     ";"BU05182245";"1";12920;6450;6465;1490;1600;5090;3105;1630;8955;2685;1035;245;5480;2730;4705;5480;630;1640;2105;3065;;;;;7295;4455;1520;1320;1,6;15914;6868;;801;;437;10;9;1;0;0;90;12;34;66;24;42;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2725;10;235;400;230;125;835;425;465;3250;2525;725;0,4;4004;290;0,7;0,4;0,4;0,9;44,9;81;81;0;"      2518";4;1;6897
"Wijk 23 Willemspark";"'s-Gravenhage                           ";"Wijk      ";"WK051823  ";"1";1725;855;875;160;175;560;505;325;1065;465;140;45;730;460;530;730;80;160;380;375;;;;;1075;640;270;160;1,6;5202;1218;;303;;564;18;16;1;0;0;82;21;40;59;3;56;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;5;30;105;45;110;260;105;110;685;480;205;0,6;2071;45;0,7;0,8;0,3;0,5;20,2;35;33;1;"         .";;1;4411
"Willemspark";"'s-Gravenhage                           ";"Buurt     ";"BU05182347";"1";1725;855;870;160;175;555;505;325;1070;465;145;45;730;460;535;730;75;160;385;375;;;;;1075;640;270;160;1,6;5202;1218;;303;;564;18;16;1;0;0;82;21;40;59;3;56;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;770;5;30;105;45;110;260;105;110;685;480;205;0,6;2071;45;0,7;0,8;0,3;0,5;20,2;35;33;1;"      2514";3;1;4411
"Wijk 24 Haagse Bos";"'s-Gravenhage                           ";"Wijk      ";"WK051824  ";"1";485;235;255;10;25;145;90;220;225;130;70;65;235;120;130;235;30;30;95;100;;;;;295;200;75;20;1,4;417;419;;51;;295;0;0;0;0;0;100;17;44;56;6;50;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;0;5;10;5;5;45;25;50;140;110;30;0,5;121;5;0,6;0,6;0,5;1,1;19,9;128;117;11;"         .";;1;4072
"Haagse Bos";"'s-Gravenhage                           ";"Buurt     ";"BU05182449";"1";490;230;255;10;25;145;90;215;225;130;65;65;235;120;135;235;25;30;95;105;;;;;295;195;75;20;1,4;417;419;;51;;295;0;0;0;0;0;100;17;44;56;6;50;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;0;5;10;5;5;45;25;50;140;110;30;0,5;121;5;0,6;0,6;0,5;1,1;19,9;128;117;11;"      2594";1;1;4072
"Wijk 25 Mariahoeve en Marlot";"'s-Gravenhage                           ";"Wijk      ";"WK051825  ";"1";15675;7540;8135;2295;1405;4850;3855;3270;8890;4295;1770;710;6295;2460;6920;6295;690;2515;1765;4405;;;;;8615;4755;1725;2135;1,8;5152;8931;;1335;;301;12;7;3;1;1;88;6;39;61;42;18;95;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1805;10;295;195;195;60;465;380;200;5520;4265;1260;0,6;1815;305;0,7;0,6;0,6;0,6;11,4;309;304;5;"         .";;1;3149
"Landen";"'s-Gravenhage                           ";"Buurt     ";"BU05182561";"1";5325;2555;2770;795;490;1725;1300;1020;3150;1310;625;235;1975;780;2570;1975;235;990;545;1580;;;;;2955;1670;540;750;1,8;8660;3055;;306;;272;9;5;2;1;1;91;6;34;65;52;14;97;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;555;5;110;60;65;15;135;110;55;1905;1460;450;0,6;3102;95;0,8;0,5;0,8;0,5;11,2;63;61;1;"      2591";1;1;2655
"Kampen";"'s-Gravenhage                           ";"Buurt     ";"BU05182567";"1";2875;1430;1445;485;215;985;675;510;1715;760;315;80;1130;435;1310;1125;125;480;315;835;;;;;1630;920;285;420;1,8;4808;1682;;311;;284;11;7;2;2;0;89;6;37;63;45;18;88;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;0;30;35;45;10;70;65;40;890;725;170;0,5;1492;60;0,6;0,8;0,7;0,8;12;61;60;1;"      2592";1;1;3856
"Marlot";"'s-Gravenhage                           ";"Buurt     ";"BU05182568";"1";775;395;380;120;95;105;260;190;345;370;30;35;445;165;170;440;50;80;120;95;;;;;325;85;110;125;2,4;869;352;;57;;902;64;19;21;17;7;36;15;90;9;0;9;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;0;5;15;10;20;65;25;10;400;275;125;1,2;447;25;1,5;1;1,2;1;7,3;92;89;3;"      2594";1;2;1563
"Burgen en Horsten";"'s-Gravenhage                           ";"Buurt     ";"BU05182569";"1";6700;3160;3540;895;605;2035;1625;1545;3680;1850;810;365;2750;1075;2870;2755;290;975;790;1895;;;;;3705;2080;790;845;1,7;7162;3842;;661;;277;10;7;2;0;0;90;5;39;61;37;24;97;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800;5;145;80;75;15;200;185;95;2325;1805;515;0,6;2484;125;0,5;0,5;0,4;0,4;11,8;94;94;0;"      2592";3;1;3352
"Wijk 26 Bezuidenhout";"'s-Gravenhage                           ";"Wijk      ";"WK051826  ";"1";19650;9570;10080;2420;2380;8265;4250;2335;12930;5050;1280;395;8250;4710;6690;8250;990;2315;3720;4375;;;;;11305;6150;2895;2260;1,7;10196;10853;;882;;390;6;6;1;0;0;94;7;44;56;14;42;90;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3765;10;315;480;420;185;1235;615;505;6610;4320;2285;0,6;3429;390;0,9;0,4;0,3;0,6;19,2;193;193;0;"         .";;1;4598
"Bezuidenhout-West";"'s-Gravenhage                           ";"Buurt     ";"BU05182664";"1";5020;2440;2585;520;935;2200;945;425;3575;1000;380;65;1355;1070;2600;1355;175;990;895;1610;;;;;3060;1895;650;520;1,6;9319;3027;;181;;310;4;4;1;0;0;96;5;14;86;34;52;70;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;890;10;80;125;105;30;280;145;115;1175;900;275;0,4;2181;75;1,5;0,4;0,5;0,8;20,1;54;54;0;"      2595";1;1;5096
"Bezuidenhout-Midden";"'s-Gravenhage                           ";"Buurt     ";"BU05182665";"1";5335;2610;2725;815;635;1995;1270;620;3350;1605;280;95;2110;1510;1715;2110;310;515;1205;1195;;;;;2895;1535;660;700;1,8;8600;2512;;446;;484;16;14;2;0;0;84;8;52;48;3;45;95;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1415;0;90;185;175;115;500;190;165;2460;1140;1325;0,8;3968;115;0,9;0,5;0,3;0,5;22,4;62;62;0;"      2595";2;1;4643
"Bezuidenhout-Oost";"'s-Gravenhage                           ";"Buurt     ";"BU05182666";"1";9290;4515;4775;1080;810;4070;2040;1290;5995;2440;625;230;4790;2130;2375;4790;510;805;1620;1570;;;;;5345;2720;1585;1040;1,7;12102;5314;;255;;392;3;3;0;0;0;97;8;57;42;7;35;99;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1460;0;145;170;140;45;460;275;225;2970;2285;690;0,6;3870;195;0,6;0,4;0,3;0,5;16,9;77;77;0;"      2593";2;1;4287
"Wijk 27 Stationsbuurt";"'s-Gravenhage                           ";"Wijk      ";"WK051827  ";"1";13125;6615;6510;1440;3275;4660;2495;1260;9715;2160;1030;215;3030;2835;7260;3030;355;2360;2485;4895;;;;;8515;6050;1205;1260;1,5;14464;7165;;755;;289;9;8;1;0;0;91;6;14;86;52;33;92;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2355;45;370;355;225;70;515;380;395;3640;2215;1425;0,4;4013;195;0,4;0,5;0,5;0,6;42,7;94;91;3;"         .";;1;7358
"Huygenspark";"'s-Gravenhage                           ";"Buurt     ";"BU05182718";"1";8290;4050;4245;880;2515;2785;1405;705;6365;1195;615;115;1690;1620;4980;1690;190;1680;1430;3300;;;;;5570;4150;630;780;1,5;18218;4649;;351;;260;7;7;0;0;0;93;4;8;92;65;26;90;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1250;25;175;200;140;25;300;210;180;1395;1135;260;0,3;3067;100;0,4;0,3;0,6;0,7;44,2;47;46;1;"      2515";4;1;7855
"Rivierenbuurt-Zuid";"'s-Gravenhage                           ";"Buurt     ";"BU05182762";"1";950;510;440;65;190;460;170;60;765;120;60;10;215;305;425;220;25;100;280;325;;;;;695;520;110;65;1,4;9606;520;;80;;238;0;0;0;0;0;100;8;17;83;19;64;100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;245;5;55;35;15;5;30;20;80;180;150;30;0,3;1840;10;0,7;0,8;0,3;0,7;38,2;10;10;0;"      2515";1;1;6729
"Rivierenbuurt-Noord";"'s-Gravenhage                           ";"Buurt     ";"BU05182763";"1";3885;2050;1830;490;565;1415;920;485;2580;850;360;95;1125;910;1855;1120;135;575;775;1275;;;;;2255;1370;465;415;1,7;10989;1996;;324;;368;14;11;3;0;0;86;9;27;72;30;42;96;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;855;20;140;120;70;40;185;150;135;2065;925;1135;0,9;5838;85;0,4;0,8;0,3;0,5;40,6;37;35;2;"      2515";3;1;6449
