"Nabijheid voorzieningen; afstand locatie, wijk- en buurtcijfers 2025"
""
"";"";"Wijken en buurten"
"Onderwerp";"";"Nederland";"Rotterdam";"Rotterdam Centrum";"Stadsdriehoek";"Oude Westen";"Cool";"Cs Kwartier";"Nieuwe Werk";"Dijkzigt";"Delfshaven";"Delfshaven";"Bospolder";"Tussendijken";"Spangen";"Nieuwe Westen";"Middelland";"Oud Mathenesse";"Witte Dorp";"Schiemond";"Overschie";"Kleinpolder";"Noord Kethel";"Schieveen";"Zestienhoven";"Overschie";"Landzicht";"Noord";"Agniesebuurt";"Provenierswijk";"Bergpolder";"Blijdorp";"Liskwartier";"Oude Noorden";"Blijdorpsepolder";"Hillegersberg-Schiebroek";"Schiebroek";"Hillegersberg Zuid";"Hillegersberg Noord";"Terbregge";"Molenlaankwartier";"Kralingen-Crooswijk";"Rubroek";"Nieuw Crooswijk";"Oud Crooswijk";"Kralingen West";"Kralingen Oost";"Kralingse Bos";"De Esch";"Struisenburg";"Feijenoord";"Kop van Zuid";"Kop van Zuid - Entrepot";"Vreewijk";"Bloemhof";"Hillesluis";"Katendrecht";"Afrikaanderwijk";"Feijenoord";"Noordereiland";"IJsselmonde";"Oud IJsselmonde";"Lombardijen";"Groot IJsselmonde";"Beverwaard";"Pernis";"Pernis";"Prins Alexander";"'s-Gravenland";"Kralingseveer";"Prinsenland";"Het Lage Land";"Ommoord";"Zevenkamp";"Oosterflank";"Nesselande";"Charlois";"Charlois Zuidrand";"Tarwewijk";"Carnisse";"Zuidwijk";"Oud Charlois";"Wielewaal";"Zuidplein";"Pendrecht";"Zuiderpark";"Heijplaat";"Hoogvliet";"Hoogvliet Noord";"Hoogvliet Zuid";"Hoek van Holland";"Strand en Duin";"Dorp";"Rijnpoort";"Spaanse Polder";"Spaanse Polder";"Nieuw Mathenesse";"Nieuw Mathenesse";"Waalhaven-Eemhaven";"Waalhaven";"Eemhaven";"Waalhaven Zuid";"Vondelingenplaat";"Vondelingenplaat";"Botlek-Europoort-Maasvlakte";"Botlek";"Europoort";"Maasvlakte";"Rotterdam-Noord-West";"Bedrijvenpark Noord-West";"Rivium";"Rivium";"Rozenburg";"Rozenburg";"Noordzeeweg"
"Gezondheid en welzijn|Fysiotherapeut|Aantal fysiotherapeuten|Binnen 3 km";"aantal";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Gezondheid en welzijn|Fysiotherapeut|Aantal fysiotherapeuten|Binnen 5 km";"aantal";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";".";"."
"Detailhandel|Winkels dagelijkse boodschappen|Afstand tot grote supermarkt";"km";"1,0";"0,6";"0,4";"0,4";"0,4";"0,4";"0,6";"0,6";"0,5";"0,5";"0,6";"0,4";"0,7";"0,6";"0,5";"0,5";"0,4";"0,7";"0,3";"1,2";"0,4";"2,5";"3,1";"2,7";"1,0";"1,4";"0,5";"0,4";"0,6";"0,6";"0,5";"0,4";"0,4";"1,2";"0,8";"0,8";"0,6";"0,7";"2,0";"0,6";"0,5";"0,4";"0,7";"0,3";"0,3";"0,7";"1,9";"0,8";"0,7";"0,6";"0,5";"0,4";"0,8";"0,4";"0,4";"0,8";"0,5";"0,9";"0,3";"0,8";"1,6";"0,6";"0,8";"0,7";"0,5";"0,5";"0,8";"0,6";"1,9";"0,9";"0,5";"0,8";"0,8";"0,5";"1,2";"0,5";"1,4";"0,4";"0,4";"0,4";"0,5";"1,4";"0,3";"0,5";"0,7";"0,4";"0,7";"0,8";"0,6";"0,7";"1,0";"0,6";"2,7";"1,4";"1,4";"1,2";"1,2";"1,4";"1,2";"1,6";".";".";".";"8,0";".";".";"10,3";".";".";".";".";"0,6";"0,6";"."
"Detailhandel|Winkels dagelijkse boodschappen|Aantal grote supermarkten|Binnen 1 km";"aantal";"1,7";"3,3";"6,3";"7,4";"5,2";"8,1";"4,8";"1,2";"5,0";"3,7";"2,8";"3,8";"3,9";"1,4";"5,0";"5,7";"3,0";"1,2";"1,9";"2,0";"3,5";"0,0";"0,0";"0,0";"1,9";"0,0";"5,3";"4,5";"3,8";"3,3";"3,2";"7,8";"6,9";"0,0";"1,6";"1,3";"2,2";"1,9";"0,0";"2,1";"4,7";"8,2";"2,1";"5,0";"6,2";"2,6";"0,1";"0,7";"3,3";"3,6";"1,9";"4,8";"1,6";"5,0";"4,9";"2,4";"6,2";"1,4";"2,7";"1,9";"0,1";"3,6";"1,8";"0,9";"0,9";"0,9";"1,5";"1,1";"0,0";"0,7";"2,7";"1,7";"1,6";"1,6";"0,6";"5,3";"0,1";"7,4";"8,3";"3,2";"4,1";"0,0";"5,2";"6,0";"3,0";"1,0";"1,7";"1,6";"1,7";"1,6";"0,4";"2,0";"0,0";"0,2";"0,2";"0,0";"0,0";"0,3";"0,3";"0,3";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"1,5";"1,5";"."
"Detailhandel|Winkels dagelijkse boodschappen|Aantal grote supermarkten|Binnen 3 km";"aantal";"11,0";"25,5";"54,5";"57,2";"51,3";"60,2";"56,0";"39,3";"44,7";"34,1";"29,6";"27,7";"31,5";"29,6";"39,6";"47,1";"27,6";"26,8";"24,1";"6,4";"8,5";"1,7";"1,0";"4,4";"5,6";"5,0";"43,9";"49,3";"50,0";"40,5";"44,9";"38,5";"44,6";"24,3";"12,1";"10,6";"24,0";"10,2";"8,2";"6,5";"35,9";"52,9";"39,8";"46,3";"37,0";"21,7";"12,4";"10,5";"32,3";"36,3";"41,7";"35,7";"37,1";"40,2";"35,9";"30,7";"40,5";"27,7";"35,9";"12,2";"10,1";"17,5";"11,8";"7,5";"1,0";"1,0";"10,5";"9,6";"2,6";"10,7";"11,8";"10,0";"11,5";"17,3";"4,5";"27,8";"9,4";"39,5";"36,4";"23,0";"26,7";"20,5";"41,8";"19,4";"34,3";"1,0";"10,7";"9,6";"11,3";"5,0";"5,3";"5,0";"1,7";"23,2";"23,2";"26,5";"26,5";"5,6";"8,9";"1,7";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"3,0";"3,0";"."
"Detailhandel|Winkels dagelijkse boodschappen|Aantal grote supermarkten|Binnen 5 km";"aantal";"23,7";"62,8";"111,1";"105,7";"115,9";"117,1";"110,6";"112,3";"120,3";"95,1";"103,2";"90,0";"98,4";"80,9";"104,7";"113,8";"61,5";"62,5";"87,1";"52,0";"69,3";"8,9";"5,4";"39,4";"43,1";"31,1";"88,5";"95,8";"94,6";"88,2";"90,1";"84,8";"86,1";"81,2";"41,2";"32,5";"69,1";"34,9";"45,4";"35,0";"77,4";"90,1";"73,9";"84,2";"81,1";"67,8";"62,4";"44,3";"82,4";"87,9";"113,9";"106,5";"70,4";"80,6";"81,2";"84,5";"102,0";"97,3";"103,1";"40,6";"41,4";"62,4";"38,1";"17,7";"1,7";"1,7";"30,0";"40,1";"22,5";"38,3";"38,2";"26,0";"27,5";"36,6";"16,0";"66,9";"38,0";"87,9";"80,5";"58,1";"72,4";"49,7";"72,1";"50,2";"70,3";"6,4";"19,2";"20,4";"18,6";"7,4";"8,4";"7,1";"4,9";"56,4";"56,4";"63,6";"63,6";"23,9";"38,5";"6,7";".";".";".";"1,7";".";".";"0,0";".";".";".";".";"6,8";"6,8";"."
"Detailhandel|Winkels dagelijkse boodschappen|Afstand tot ov. dagel. levensmiddelen";"km";"0,9";"0,5";"0,3";"0,4";"0,2";"0,2";"0,4";"0,4";"0,7";"0,3";"0,4";"0,3";"0,2";"0,4";"0,2";"0,3";"0,3";"0,4";"0,7";"0,9";"0,3";"2,5";"3,4";"2,0";"0,7";"0,9";"0,3";"0,3";"0,3";"0,4";"0,4";"0,3";"0,3";"1,2";"0,6";"0,4";"0,4";"0,7";"1,2";"0,5";"0,4";"0,3";"0,3";"0,4";"0,3";"0,7";"1,6";"0,8";"0,5";"0,4";"0,6";"0,3";"0,5";"0,2";"0,3";"0,5";"0,3";"0,6";"0,4";"0,6";"1,5";"0,5";"0,5";"0,5";"0,4";"0,4";"0,9";"1,2";"1,2";"1,0";"0,5";"1,1";"0,7";"0,6";"1,1";"0,5";"1,3";"0,2";"0,2";"0,3";"0,4";"1,2";"0,2";"0,4";"0,5";"4,5";"0,6";"0,5";"0,6";"1,0";"1,2";"0,9";"2,8";"0,7";"0,7";"0,7";"0,7";"3,0";"2,0";"4,3";".";".";".";"7,6";".";".";"9,9";".";".";".";".";"0,7";"0,7";"."
"Detailhandel|Winkels dagelijkse boodschappen|Aantal overige dagelijkse levensmiddelen|Binnen 1 km";"aantal";"6,9";"17,7";"37,9";"37,2";"44,2";"53,7";"29,6";"5,0";"22,0";"35,2";"12,9";"39,4";"59,7";"21,0";"47,9";"46,3";"25,3";"14,1";"2,1";"5,8";"9,9";"0,0";"0,0";"0,0";"5,4";"0,8";"31,0";"34,7";"18,9";"24,1";"15,2";"40,7";"42,0";"0,1";"9,8";"12,7";"6,9";"9,3";"0,3";"10,9";"21,1";"39,1";"11,6";"29,0";"25,4";"11,7";"0,8";"0,7";"10,2";"19,6";"3,3";"12,7";"12,2";"36,5";"33,4";"7,9";"28,7";"5,4";"3,6";"6,0";"0,1";"8,1";"6,8";"4,2";"2,8";"2,8";"4,0";"1,5";"0,1";"2,1";"10,5";"3,9";"2,9";"6,7";"1,1";"23,0";"0,3";"44,6";"34,2";"17,2";"16,6";"0,2";"25,9";"13,2";"13,4";"0,0";"4,9";"7,0";"3,9";"1,3";"0,3";"1,7";"0,0";"0,9";"0,9";"1,0";"1,0";"0,5";"1,1";"0,0";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"3,5";"3,5";"."
"Detailhandel|Winkels dagelijkse boodschappen|Aantal overige dagelijkse levensmiddelen|Binnen 3 km";"aantal";"47,1";"133,4";"314,4";"303,9";"335,9";"357,8";"351,3";"202,8";"271,7";"231,6";"200,6";"196,3";"221,1";"210,9";"261,2";"309,1";"187,3";"193,9";"171,2";"26,2";"32,7";"5,0";"2,4";"30,7";"16,7";"15,0";"268,3";"297,8";"312,0";"260,5";"293,9";"235,0";"253,5";"173,7";"69,0";"59,3";"145,5";"58,0";"32,2";"36,0";"179,7";"285,0";"209,8";"248,1";"184,0";"89,2";"49,7";"32,2";"151,4";"177,2";"218,8";"179,6";"186,8";"197,2";"174,2";"149,4";"193,7";"129,1";"151,5";"50,1";"45,1";"84,4";"43,3";"25,0";"3,0";"3,0";"28,6";"28,6";"10,5";"34,1";"37,1";"26,6";"24,6";"49,4";"10,0";"126,0";"30,7";"196,5";"173,7";"95,2";"117,5";"79,1";"206,5";"77,9";"158,3";"0,0";"29,5";"29,2";"29,6";"5,1";"5,3";"5,0";"3,1";"117,0";"117,0";"198,6";"198,6";"24,4";"43,2";"5,1";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"7,0";"7,0";"."
"Detailhandel|Winkels dagelijkse boodschappen|Aantal overige dagelijkse levensmiddelen|Binnen 5 km";"aantal";"102,3";"313,5";"595,8";"572,5";"614,8";"623,8";"584,8";"606,0";"645,0";"523,1";"569,2";"505,4";"535,8";"469,9";"563,9";"602,7";"351,6";"361,3";"492,9";"313,1";"418,5";"30,1";"18,6";"236,0";"261,0";"172,5";"489,4";"514,6";"515,0";"488,9";"502,8";"476,3";"474,6";"466,9";"232,6";"195,6";"405,1";"192,2";"213,8";"178,7";"397,0";"495,9";"401,7";"454,0";"408,1";"318,3";"244,3";"202,4";"413,3";"426,5";"620,7";"557,2";"303,1";"377,3";"370,7";"429,8";"504,7";"486,8";"549,5";"179,6";"187,0";"277,6";"171,9";"65,8";"5,9";"5,9";"87,3";"134,1";"74,2";"116,7";"114,6";"75,1";"76,9";"97,4";"40,3";"321,8";"172,1";"439,9";"400,3";"257,3";"369,4";"231,1";"331,3";"222,2";"329,1";"9,8";"63,9";"67,9";"61,7";"12,2";"16,3";"10,8";"13,4";"320,5";"320,5";"364,5";"364,5";"101,7";"177,5";"14,6";".";".";".";"9,4";".";".";"0,0";".";".";".";".";"24,6";"24,6";"."
"Detailhandel|Warenhuis|Afstand tot warenhuis";"km";"2,7";"1,7";"1,1";"1,0";"1,4";"0,8";"0,5";"1,9";"2,1";"1,7";"2,5";"2,2";"1,6";"1,9";"1,1";"1,4";"1,8";"2,1";"2,8";"1,4";"0,7";"5,6";"4,0";"2,9";"1,2";"1,6";"2,1";"1,5";"1,7";"2,2";"2,1";"2,3";"2,1";"2,0";"1,3";"0,9";"2,3";"1,1";"2,6";"1,1";"1,3";"1,3";"2,4";"1,8";"0,8";"1,1";"2,3";"2,4";"1,0";"1,5";"1,3";"0,8";"2,1";"1,7";"1,6";"1,6";"0,7";"1,3";"2,1";"2,0";"2,5";"2,5";"1,2";"2,7";"5,9";"5,9";"1,6";"1,3";"3,8";"1,0";"0,9";"1,9";"2,5";"0,9";"1,5";"2,3";"3,6";"1,3";"1,4";"2,6";"2,4";"3,3";"0,7";"2,9";"1,8";"7,1";"1,8";"1,2";"2,1";"1,0";"1,6";"0,8";"4,3";"1,7";"1,7";"2,2";"2,2";"5,0";"4,3";"6,0";".";".";".";"8,4";".";".";"10,3";".";".";".";".";"1,1";"1,1";"."
"Detailhandel|Warenhuis|Aantal warenhuizen|Binnen 5 km";"aantal";"2,4";"5,0";"7,1";"6,9";"7,7";"7,1";"7,1";"7,0";"7,9";"6,8";"7,8";"6,1";"6,1";"6,0";"7,4";"8,5";"4,5";"5,5";"6,4";"4,6";"5,6";"0,2";"1,0";"5,3";"3,0";"2,9";"8,2";"9,0";"8,2";"8,2";"8,0";"8,1";"8,2";"6,0";"4,9";"3,5";"7,5";"4,3";"6,1";"5,2";"6,7";"7,7";"6,7";"8,0";"6,6";"6,1";"6,0";"4,7";"6,3";"5,5";"7,0";"6,7";"4,0";"5,1";"5,4";"5,4";"6,3";"6,4";"6,5";"2,8";"2,7";"4,0";"2,8";"1,5";"0,0";"0,0";"4,6";"5,8";"4,6";"5,5";"5,6";"4,2";"4,7";"5,0";"2,3";"3,2";"2,0";"4,7";"3,4";"3,5";"2,7";"2,6";"3,1";"2,5";"2,3";"0,0";"2,3";"2,3";"2,3";"1,6";"1,9";"1,5";"0,8";"3,6";"3,6";"5,4";"5,4";"0,9";"1,3";"0,4";".";".";".";"0,3";".";".";"0,0";".";".";".";".";"1,4";"1,4";"."
"Detailhandel|Warenhuis|Aantal warenhuizen|Binnen 10 km";"aantal";"6,8";"15,3";"19,1";"19,6";"18,6";"19,0";"19,2";"18,2";"19,2";"16,5";"16,8";"15,4";"15,7";"14,2";"18,2";"19,5";"13,0";"13,0";"15,9";"16,1";"15,8";"7,8";"12,8";"17,0";"16,1";"15,6";"18,4";"18,4";"18,0";"17,9";"18,3";"18,0";"19,1";"18,2";"17,3";"16,6";"17,1";"17,6";"19,5";"18,0";"19,2";"19,6";"20,1";"20,0";"18,8";"18,8";"20,5";"18,9";"18,4";"16,9";"19,0";"19,0";"14,6";"16,4";"16,6";"16,6";"17,9";"18,8";"17,8";"14,3";"16,0";"13,2";"15,0";"13,1";"4,2";"4,2";"15,3";"17,9";"16,1";"18,3";"19,8";"16,3";"12,6";"15,7";"8,5";"14,0";"11,6";"16,1";"15,4";"12,0";"14,9";"14,0";"14,7";"13,3";"14,4";"5,1";"4,1";"4,1";"4,1";"4,4";"4,6";"4,4";"4,8";"13,4";"13,4";"13,0";"13,0";"9,1";"12,1";"5,4";".";".";".";"1,4";".";".";"0,0";".";".";".";".";"3,1";"3,1";"."
"Detailhandel|Warenhuis|Aantal warenhuizen|Binnen 20 km";"aantal";"19,9";"39,9";"43,4";"42,5";"45,1";"43,9";"43,4";"41,8";"43,8";"43,2";"42,1";"42,2";"43,0";"44,4";"43,2";"43,8";"44,0";"44,0";"41,4";"51,7";"51,9";"54,5";"54,5";"48,5";"53,6";"53,1";"44,1";"44,7";"44,1";"44,4";"44,6";"44,0";"43,7";"47,4";"41,5";"40,3";"42,6";"41,1";"42,3";"42,5";"40,7";"42,2";"41,2";"42,3";"40,1";"40,0";"43,1";"38,5";"40,2";"41,5";"42,3";"42,5";"40,5";"41,7";"41,8";"40,7";"42,3";"42,0";"39,9";"39,5";"39,1";"39,7";"39,6";"38,9";"26,7";"26,7";"38,3";"38,5";"37,5";"40,1";"40,7";"40,5";"36,0";"39,6";"32,5";"39,0";"36,8";"41,0";"39,8";"38,3";"39,6";"38,9";"39,9";"37,8";"39,0";"30,3";"26,9";"27,5";"26,7";"23,3";"24,9";"22,8";"25,4";"51,6";"51,6";"44,0";"44,0";"34,0";"36,5";"30,7";".";".";".";"10,0";".";".";"3,0";".";".";".";".";"24,3";"24,3";"."
"Horeca|Cafés en dergelijke|Afstand tot café e.d.";"km";"1,5";"0,9";"0,3";"0,2";"0,3";"0,2";"0,2";"0,3";"0,7";"0,4";"0,5";"0,2";"0,3";"0,4";"0,3";"0,3";"0,4";"0,8";"0,9";"1,0";"0,7";"2,9";"3,7";"2,0";"0,6";"0,6";"0,3";"0,3";"0,3";"0,4";"0,5";"0,3";"0,2";"1,2";"1,6";"1,6";"0,3";"1,8";"2,9";"2,3";"0,5";"0,4";"0,4";"0,3";"0,3";"0,6";"1,8";"0,7";"0,7";"0,4";"0,4";"0,5";"0,6";"0,3";"0,3";"0,4";"0,3";"0,4";"0,3";"1,4";"0,9";"1,6";"1,2";"2,0";"5,5";"5,5";"1,6";"2,4";"0,4";"1,4";"0,5";"2,1";"0,7";"1,3";"2,8";"0,8";"1,8";"0,4";"0,4";"1,4";"0,5";"1,2";"0,6";"0,6";"0,7";"4,7";"1,0";"1,2";"0,9";"1,1";"1,6";"0,9";"2,8";"0,9";"0,9";"0,1";"0,1";"2,9";"2,0";"4,0";".";".";".";"10,6";".";".";"14,4";".";".";".";".";"0,8";"0,8";"."
"Horeca|Cafés en dergelijke|Aantal cafés e.d.|Binnen 1 km";"aantal";"2,7";"7,1";"23,1";"19,8";"25,8";"40,0";"16,5";"8,8";"15,3";"14,3";"9,0";"19,2";"19,5";"4,7";"17,6";"27,5";"2,6";"1,5";"2,8";"0,9";"0,8";"0,0";"0,0";"0,1";"1,7";"1,0";"13,8";"20,6";"7,9";"8,7";"5,3";"14,4";"21,2";"0,0";"1,1";"0,2";"5,1";"0,2";"0,0";"0,0";"8,3";"16,8";"6,1";"13,8";"8,2";"2,5";"0,4";"1,5";"4,4";"11,4";"3,7";"9,0";"4,3";"14,4";"19,9";"9,7";"22,6";"4,1";"5,9";"0,2";"0,6";"0,0";"0,4";"0,0";"0,0";"0,0";"0,5";"0,0";"1,0";"0,3";"2,0";"0,0";"1,1";"0,3";"0,0";"6,1";"0,0";"13,0";"10,2";"0,2";"7,6";"0,1";"5,7";"2,7";"4,4";"0,0";"0,7";"0,7";"0,7";"1,3";"0,0";"1,7";"0,0";"0,6";"0,6";"3,5";"3,5";"0,5";"1,1";"0,0";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"1,6";"1,6";"."
"Horeca|Cafés en dergelijke|Aantal cafés e.d.|Binnen 3 km";"aantal";"22,3";"64,8";"193,8";"192,3";"195,2";"214,6";"202,2";"158,7";"163,7";"122,7";"125,2";"104,3";"112,1";"92,1";"144,0";"175,9";"69,4";"76,4";"101,8";"9,4";"12,3";"0,8";"0,8";"10,7";"5,6";"3,4";"142,9";"175,7";"171,3";"137,7";"150,9";"119,7";"136,1";"69,2";"18,5";"12,0";"59,7";"10,1";"4,8";"3,4";"100,7";"165,7";"104,1";"135,4";"107,4";"43,0";"10,5";"15,6";"91,9";"90,0";"145,8";"113,0";"71,4";"87,8";"80,5";"82,6";"105,0";"80,3";"112,7";"10,2";"17,8";"20,8";"6,1";"2,3";"0,0";"0,0";"2,8";"2,7";"1,0";"3,7";"4,0";"2,5";"2,5";"4,7";"0,9";"46,2";"4,2";"92,3";"74,7";"20,2";"43,7";"22,7";"83,2";"14,9";"60,7";"0,0";"4,0";"3,7";"4,2";"3,0";"3,0";"3,0";"1,4";"36,9";"36,9";"76,4";"76,4";"8,2";"15,8";"0,7";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"4,1";"4,1";"."
"Horeca|Cafés en dergelijke|Aantal cafés e.d.|Binnen 5 km";"aantal";"48,1";"152,9";"324,6";"318,7";"327,7";"336,8";"308,5";"334,7";"337,7";"272,4";"299,8";"259,7";"274,5";"239,6";"296,4";"318,7";"177,6";"190,0";"259,0";"139,7";"205,4";"6,5";"4,4";"100,9";"97,7";"50,4";"255,3";"278,5";"271,8";"255,4";"258,0";"246,3";"247,7";"241,3";"94,7";"80,3";"194,4";"71,3";"70,4";"54,6";"228,4";"279,2";"216,8";"242,4";"242,3";"186,8";"94,3";"123,8";"250,8";"221,1";"328,0";"296,8";"130,8";"196,4";"186,5";"241,8";"268,4";"267,3";"306,5";"59,8";"81,0";"92,2";"58,3";"9,5";"0,0";"0,0";"10,4";"31,9";"13,0";"17,7";"14,8";"6,0";"6,1";"7,6";"3,2";"156,2";"47,4";"236,8";"216,5";"93,9";"201,4";"95,8";"167,3";"78,4";"176,5";"2,4";"15,0";"16,8";"14,1";"4,7";"5,5";"4,5";"2,8";"122,7";"122,7";"189,2";"189,2";"45,4";"87,2";"1,7";".";".";".";"3,1";".";".";"0,0";".";".";".";".";"13,5";"13,5";"."
"Horeca|Cafetaria's en dergelijke|Afstand tot cafetaria e.d.";"km";"0,8";"0,5";"0,2";"0,2";"0,2";"0,2";"0,2";"0,2";"0,4";"0,3";"0,3";"0,3";"0,2";"0,4";"0,3";"0,3";"0,3";"0,6";"0,5";"0,8";"0,4";"2,5";"2,5";"1,5";"0,6";"0,5";"0,3";"0,2";"0,4";"0,3";"0,4";"0,3";"0,3";"1,2";"0,5";"0,5";"0,3";"0,5";"0,8";"0,5";"0,4";"0,3";"0,4";"0,4";"0,3";"0,5";"1,3";"0,8";"0,5";"0,4";"0,3";"0,3";"0,6";"0,3";"0,4";"0,4";"0,3";"0,5";"0,4";"0,5";"0,6";"0,5";"0,5";"0,6";"0,5";"0,5";"0,8";"0,9";"0,3";"0,9";"0,5";"1,0";"0,7";"0,4";"1,1";"0,4";"1,0";"0,4";"0,3";"0,4";"0,4";"0,5";"0,2";"0,5";"0,6";"0,8";"0,6";"0,8";"0,6";"0,8";"1,3";"0,6";"2,4";"0,4";"0,4";"0,8";"0,8";"1,5";"1,2";"2,0";".";".";".";"2,6";".";".";"2,6";".";".";".";".";"0,5";"0,5";"."
"Horeca|Cafetaria's en dergelijke|Aantal cafetaria's e.d.|Binnen 1 km";"aantal";"5,8";"14,6";"72,2";"86,7";"43,5";"116,3";"65,7";"7,4";"27,2";"19,8";"12,3";"25,5";"29,5";"6,7";"24,1";"36,1";"6,1";"5,2";"3,4";"1,9";"2,6";"0,0";"0,0";"0,2";"2,4";"1,9";"22,5";"32,2";"16,4";"17,5";"10,7";"23,6";"30,9";"0,0";"4,2";"3,9";"7,7";"2,8";"1,3";"3,6";"16,1";"44,2";"7,1";"19,7";"13,8";"7,6";"0,4";"1,4";"7,6";"15,8";"14,9";"14,1";"9,2";"21,0";"27,2";"12,6";"22,2";"5,7";"5,3";"3,0";"1,6";"2,9";"3,6";"2,4";"1,9";"1,9";"3,8";"1,1";"1,0";"0,8";"6,3";"1,7";"2,1";"15,8";"1,8";"12,8";"0,5";"23,3";"20,8";"7,6";"10,4";"2,0";"34,6";"5,5";"11,9";"0,6";"2,5";"2,6";"2,5";"3,3";"0,6";"4,2";"0,0";"3,0";"3,0";"1,9";"1,9";"0,5";"0,6";"0,0";".";".";".";"0,0";".";".";"0,0";".";".";".";".";"4,1";"4,1";"."
"Horeca|Cafetaria's en dergelijke|Aantal cafetaria's e.d.|Binnen 3 km";"aantal";"46,1";"143,2";"420,1";"421,2";"422,4";"450,4";"427,7";"359,9";"362,3";"214,0";"193,6";"140,3";"163,0";"133,7";"275,9";"386,6";"99,3";"106,9";"138,7";"18,8";"23,0";"2,2";"2,4";"22,5";"12,3";"9,9";"336,6";"396,1";"392,2";"328,3";"320,7";"303,3";"337,8";"100,0";"38,9";"28,6";"100,3";"28,3";"16,5";"16,3";"259,1";"384,0";"275,7";"343,6";"287,1";"118,9";"54,3";"35,4";"259,7";"179,5";"336,5";"229,2";"142,4";"170,9";"154,1";"148,2";"200,1";"157,8";"279,6";"33,0";"36,2";"53,1";"28,6";"16,1";"2,0";"2,0";"30,9";"28,5";"9,7";"38,2";"44,9";"28,0";"28,0";"51,4";"9,1";"101,7";"20,0";"170,9";"135,3";"76,4";"91,3";"53,2";"159,4";"62,1";"120,5";"2,8";"16,8";"16,5";"17,0";"11,1";"11,6";"11,0";"3,0";"55,5";"55,5";"109,0";"109,0";"14,8";"25,1";"3,3";".";".";".";"1,7";".";".";"1,0";".";".";".";".";"9,1";"9,1";"."
"Horeca|Cafetaria's en dergelijke|Aantal cafetaria's e.d.|Binnen 5 km";"aantal";"99,9";"322,7";"622,9";"620,1";"618,6";"637,1";"591,2";"641,0";"654,6";"531,7";"595,8";"522,6";"543,8";"490,4";"570,0";"607,6";"309,2";"338,0";"527,0";"261,1";"367,8";"18,0";"14,9";"242,2";"164,3";"92,5";"523,8";"545,9";"536,9";"521,7";"526,2";"512,2";"520,1";"492,8";"211,8";"177,5";"440,7";"150,0";"179,7";"120,5";"487,9";"551,7";"482,8";"518,0";"504,6";"438,0";"227,9";"332,7";"511,7";"484,4";"646,6";"612,4";"279,1";"468,8";"445,5";"533,1";"580,9";"574,1";"615,4";"137,8";"178,9";"207,8";"128,0";"48,5";"3,5";"3,5";"79,6";"134,6";"65,8";"109,4";"104,2";"67,3";"68,0";"90,9";"30,2";"309,6";"123,0";"514,5";"408,4";"196,1";"360,0";"185,1";"350,4";"160,6";"312,3";"10,6";"41,8";"47,3";"38,9";"18,5";"22,3";"17,3";"11,2";"209,6";"209,6";"342,1";"342,1";"91,5";"163,3";"11,3";".";".";".";"9,7";".";".";"1,0";".";".";".";".";"19,6";"19,6";"."
"Horeca|Restaurants|Afstand tot restaurant";"km";"0,9";"0,5";"0,1";"0,1";"0,2";"0,1";"0,2";"0,2";"0,3";"0,3";"0,2";"0,2";"0,2";"0,4";"0,3";"0,3";"0,3";"0,5";"0,3";"0,9";"0,4";"0,5";"2,5";"1,8";"0,8";"1,0";"0,3";"0,2";"0,2";"0,4";"0,4";"0,3";"0,2";"1,2";"0,5";"0,4";"0,3";"0,6";"0,9";"0,6";"0,3";"0,3";"0,4";"0,3";"0,2";"0,3";"0,9";"0,7";"0,2";"0,4";"0,1";"0,3";"0,5";"0,4";"0,3";"0,3";"0,3";"0,6";"0,3";"0,6";"0,7";"0,4";"0,5";"0,7";"0,5";"0,5";"0,8";"0,9";"0,3";"0,8";"0,3";"1,0";"0,7";"0,6";"1,1";"0,4";"0,9";"0,3";"0,4";"0,4";"0,5";"1,0";"0,3";"0,5";"0,6";"0,5";"0,7";"0,7";"0,7";"0,7";"0,7";"0,6";"2,4";"1,2";"1,2";"0,5";"0,5";"1,1";"1,0";"1,2";".";".";".";"2,3";".";".";"2,9";".";".";".";".";"0,7";"0,7";"."
