woon_corop,woon_name,werk_corop,werk_name,jobs
CR09,Zuidwest-Drenthe (CR),CR30,Zuidoost-Zuid-Holland (CR),0.1
CR09,Zuidwest-Drenthe (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR09,Zuidwest-Drenthe (CR),CR32,Overig Zeeland (CR),0.0
CR09,Zuidwest-Drenthe (CR),CR33,West-Noord-Brabant (CR),0.1
CR09,Zuidwest-Drenthe (CR),CR34,Midden-Noord-Brabant (CR),0.1
CR09,Zuidwest-Drenthe (CR),CR35,Noordoost-Noord-Brabant (CR),0.1
CR09,Zuidwest-Drenthe (CR),CR36,Zuidoost-Noord-Brabant (CR),0.2
CR09,Zuidwest-Drenthe (CR),CR37,Noord-Limburg (CR),0.0
CR09,Zuidwest-Drenthe (CR),CR38,Midden-Limburg (CR),0.0
CR09,Zuidwest-Drenthe (CR),CR39,Zuid-Limburg (CR),0.1
CR09,Zuidwest-Drenthe (CR),CR40,Flevoland (CR),0.8
CR10,Noord-Overijssel (CR),CR01,Oost-Groningen (CR),0.1
CR10,Noord-Overijssel (CR),CR02,Delfzijl en omgeving (CR),0.1
CR10,Noord-Overijssel (CR),CR03,Overig Groningen (CR),1.5
CR10,Noord-Overijssel (CR),CR04,Noord-Friesland (CR),0.5
CR10,Noord-Overijssel (CR),CR05,Zuidwest-Friesland (CR),0.5
CR10,Noord-Overijssel (CR),CR06,Zuidoost-Friesland (CR),1.9
CR10,Noord-Overijssel (CR),CR07,Noord-Drenthe (CR),1.7
CR10,Noord-Overijssel (CR),CR08,Zuidoost-Drenthe (CR),1.8
CR10,Noord-Overijssel (CR),CR09,Zuidwest-Drenthe (CR),7.4
CR10,Noord-Overijssel (CR),CR10,Noord-Overijssel (CR),123.5
CR10,Noord-Overijssel (CR),CR11,Zuidwest-Overijssel (CR),6.1
CR10,Noord-Overijssel (CR),CR12,Twente (CR),8.4
CR10,Noord-Overijssel (CR),CR13,Veluwe (CR),12.5
CR10,Noord-Overijssel (CR),CR14,Achterhoek (CR),0.7
CR10,Noord-Overijssel (CR),CR15,Arnhem/Nijmegen (CR),2.0
CR10,Noord-Overijssel (CR),CR16,Zuidwest-Gelderland (CR),0.5
CR10,Noord-Overijssel (CR),CR17,Utrecht (CR),3.2
CR10,Noord-Overijssel (CR),CR18,Kop van Noord-Holland (CR),0.1
CR10,Noord-Overijssel (CR),CR19,Alkmaar en omgeving (CR),0.0
CR10,Noord-Overijssel (CR),CR20,IJmond (CR),0.0
CR10,Noord-Overijssel (CR),CR21,Agglomeratie Haarlem (CR),0.1
CR10,Noord-Overijssel (CR),CR22,Zaanstreek (CR),0.0
CR10,Noord-Overijssel (CR),CR23,Groot-Amsterdam (CR),1.8
CR10,Noord-Overijssel (CR),CR24,Het Gooi en Vechtstreek (CR),0.3
CR10,Noord-Overijssel (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.2
CR10,Noord-Overijssel (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.4
CR10,Noord-Overijssel (CR),CR27,Delft en Westland (CR),0.1
CR10,Noord-Overijssel (CR),CR28,Oost-Zuid-Holland (CR),0.2
CR10,Noord-Overijssel (CR),CR29,Groot-Rijnmond (CR),0.7
CR10,Noord-Overijssel (CR),CR30,Zuidoost-Zuid-Holland (CR),0.3
CR10,Noord-Overijssel (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR10,Noord-Overijssel (CR),CR32,Overig Zeeland (CR),0.1
CR10,Noord-Overijssel (CR),CR33,West-Noord-Brabant (CR),0.3
CR10,Noord-Overijssel (CR),CR34,Midden-Noord-Brabant (CR),0.3
CR10,Noord-Overijssel (CR),CR35,Noordoost-Noord-Brabant (CR),0.4
CR10,Noord-Overijssel (CR),CR36,Zuidoost-Noord-Brabant (CR),0.5
CR10,Noord-Overijssel (CR),CR37,Noord-Limburg (CR),0.1
CR10,Noord-Overijssel (CR),CR38,Midden-Limburg (CR),0.1
CR10,Noord-Overijssel (CR),CR39,Zuid-Limburg (CR),0.2
CR10,Noord-Overijssel (CR),CR40,Flevoland (CR),8.0
CR11,Zuidwest-Overijssel (CR),CR01,Oost-Groningen (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR02,Delfzijl en omgeving (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR03,Overig Groningen (CR),0.2
CR11,Zuidwest-Overijssel (CR),CR04,Noord-Friesland (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR05,Zuidwest-Friesland (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR06,Zuidoost-Friesland (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR07,Noord-Drenthe (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR08,Zuidoost-Drenthe (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR09,Zuidwest-Drenthe (CR),0.3
CR11,Zuidwest-Overijssel (CR),CR10,Noord-Overijssel (CR),8.6
CR11,Zuidwest-Overijssel (CR),CR11,Zuidwest-Overijssel (CR),37.9
CR11,Zuidwest-Overijssel (CR),CR12,Twente (CR),8.2
CR11,Zuidwest-Overijssel (CR),CR13,Veluwe (CR),9.0
CR11,Zuidwest-Overijssel (CR),CR14,Achterhoek (CR),2.8
CR11,Zuidwest-Overijssel (CR),CR15,Arnhem/Nijmegen (CR),2.0
CR11,Zuidwest-Overijssel (CR),CR16,Zuidwest-Gelderland (CR),0.4
CR11,Zuidwest-Overijssel (CR),CR17,Utrecht (CR),1.7
CR11,Zuidwest-Overijssel (CR),CR18,Kop van Noord-Holland (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR19,Alkmaar en omgeving (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR20,IJmond (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR21,Agglomeratie Haarlem (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR22,Zaanstreek (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR23,Groot-Amsterdam (CR),0.8
CR11,Zuidwest-Overijssel (CR),CR24,Het Gooi en Vechtstreek (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.2
CR11,Zuidwest-Overijssel (CR),CR27,Delft en Westland (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR28,Oost-Zuid-Holland (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR29,Groot-Rijnmond (CR),0.3
CR11,Zuidwest-Overijssel (CR),CR30,Zuidoost-Zuid-Holland (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR32,Overig Zeeland (CR),0.0
CR11,Zuidwest-Overijssel (CR),CR33,West-Noord-Brabant (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR34,Midden-Noord-Brabant (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR35,Noordoost-Noord-Brabant (CR),0.3
CR11,Zuidwest-Overijssel (CR),CR36,Zuidoost-Noord-Brabant (CR),0.3
CR11,Zuidwest-Overijssel (CR),CR37,Noord-Limburg (CR),0.2
CR11,Zuidwest-Overijssel (CR),CR38,Midden-Limburg (CR),0.1
CR11,Zuidwest-Overijssel (CR),CR39,Zuid-Limburg (CR),0.2
CR11,Zuidwest-Overijssel (CR),CR40,Flevoland (CR),2.0
CR12,Twente (CR),CR01,Oost-Groningen (CR),0.2
CR12,Twente (CR),CR02,Delfzijl en omgeving (CR),0.0
CR12,Twente (CR),CR03,Overig Groningen (CR),1.0
CR12,Twente (CR),CR04,Noord-Friesland (CR),0.1
CR12,Twente (CR),CR05,Zuidwest-Friesland (CR),0.1
CR12,Twente (CR),CR06,Zuidoost-Friesland (CR),0.1
CR12,Twente (CR),CR07,Noord-Drenthe (CR),0.3
CR12,Twente (CR),CR08,Zuidoost-Drenthe (CR),0.6
CR12,Twente (CR),CR09,Zuidwest-Drenthe (CR),0.7
CR12,Twente (CR),CR10,Noord-Overijssel (CR),12.0
CR12,Twente (CR),CR11,Zuidwest-Overijssel (CR),7.7
CR12,Twente (CR),CR12,Twente (CR),244.8
CR12,Twente (CR),CR13,Veluwe (CR),6.7
CR12,Twente (CR),CR14,Achterhoek (CR),6.2
CR12,Twente (CR),CR15,Arnhem/Nijmegen (CR),3.0
CR12,Twente (CR),CR16,Zuidwest-Gelderland (CR),0.5
CR12,Twente (CR),CR17,Utrecht (CR),2.9
CR12,Twente (CR),CR18,Kop van Noord-Holland (CR),0.1
CR12,Twente (CR),CR19,Alkmaar en omgeving (CR),0.1
CR12,Twente (CR),CR20,IJmond (CR),0.0
CR12,Twente (CR),CR21,Agglomeratie Haarlem (CR),0.1
CR12,Twente (CR),CR22,Zaanstreek (CR),0.0
CR12,Twente (CR),CR23,Groot-Amsterdam (CR),1.6
CR12,Twente (CR),CR24,Het Gooi en Vechtstreek (CR),0.2
CR12,Twente (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.2
CR12,Twente (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.3
CR12,Twente (CR),CR27,Delft en Westland (CR),0.1
CR12,Twente (CR),CR28,Oost-Zuid-Holland (CR),0.3
CR12,Twente (CR),CR29,Groot-Rijnmond (CR),0.8
CR12,Twente (CR),CR30,Zuidoost-Zuid-Holland (CR),0.3
CR12,Twente (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR12,Twente (CR),CR32,Overig Zeeland (CR),0.1
CR12,Twente (CR),CR33,West-Noord-Brabant (CR),0.5
CR12,Twente (CR),CR34,Midden-Noord-Brabant (CR),0.2
CR12,Twente (CR),CR35,Noordoost-Noord-Brabant (CR),0.6
CR12,Twente (CR),CR36,Zuidoost-Noord-Brabant (CR),0.9
CR12,Twente (CR),CR37,Noord-Limburg (CR),0.2
CR12,Twente (CR),CR38,Midden-Limburg (CR),0.2
CR12,Twente (CR),CR39,Zuid-Limburg (CR),0.4
CR12,Twente (CR),CR40,Flevoland (CR),5.4
CR13,Veluwe (CR),CR01,Oost-Groningen (CR),0.0
CR13,Veluwe (CR),CR02,Delfzijl en omgeving (CR),0.0
CR13,Veluwe (CR),CR03,Overig Groningen (CR),0.4
CR13,Veluwe (CR),CR04,Noord-Friesland (CR),0.5
CR13,Veluwe (CR),CR05,Zuidwest-Friesland (CR),0.3
CR13,Veluwe (CR),CR06,Zuidoost-Friesland (CR),0.2
CR13,Veluwe (CR),CR07,Noord-Drenthe (CR),0.2
CR13,Veluwe (CR),CR08,Zuidoost-Drenthe (CR),0.2
CR13,Veluwe (CR),CR09,Zuidwest-Drenthe (CR),0.8
CR13,Veluwe (CR),CR10,Noord-Overijssel (CR),11.8
CR13,Veluwe (CR),CR11,Zuidwest-Overijssel (CR),5.3
CR13,Veluwe (CR),CR12,Twente (CR),2.9
CR13,Veluwe (CR),CR13,Veluwe (CR),203.8
CR13,Veluwe (CR),CR14,Achterhoek (CR),8.2
CR13,Veluwe (CR),CR15,Arnhem/Nijmegen (CR),20.0
CR13,Veluwe (CR),CR16,Zuidwest-Gelderland (CR),3.7
CR13,Veluwe (CR),CR17,Utrecht (CR),32.9
CR13,Veluwe (CR),CR18,Kop van Noord-Holland (CR),0.2
CR13,Veluwe (CR),CR19,Alkmaar en omgeving (CR),0.1
CR13,Veluwe (CR),CR20,IJmond (CR),0.1
CR13,Veluwe (CR),CR21,Agglomeratie Haarlem (CR),0.3
CR13,Veluwe (CR),CR22,Zaanstreek (CR),0.2
CR13,Veluwe (CR),CR23,Groot-Amsterdam (CR),7.7
CR13,Veluwe (CR),CR24,Het Gooi en Vechtstreek (CR),2.1
CR13,Veluwe (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.4
CR13,Veluwe (CR),CR26,Agglomeratie 's-Gravenhage (CR),1.7
CR13,Veluwe (CR),CR27,Delft en Westland (CR),0.2
CR13,Veluwe (CR),CR28,Oost-Zuid-Holland (CR),0.6
CR13,Veluwe (CR),CR29,Groot-Rijnmond (CR),2.2
CR13,Veluwe (CR),CR30,Zuidoost-Zuid-Holland (CR),0.9
CR13,Veluwe (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR13,Veluwe (CR),CR32,Overig Zeeland (CR),0.2
CR13,Veluwe (CR),CR33,West-Noord-Brabant (CR),1.0
CR13,Veluwe (CR),CR34,Midden-Noord-Brabant (CR),1.2
CR13,Veluwe (CR),CR35,Noordoost-Noord-Brabant (CR),1.8
CR13,Veluwe (CR),CR36,Zuidoost-Noord-Brabant (CR),3.2
CR13,Veluwe (CR),CR37,Noord-Limburg (CR),4.0
CR13,Veluwe (CR),CR38,Midden-Limburg (CR),0.8
CR13,Veluwe (CR),CR39,Zuid-Limburg (CR),2.3
CR13,Veluwe (CR),CR40,Flevoland (CR),7.0
CR14,Achterhoek (CR),CR01,Oost-Groningen (CR),0.0
CR14,Achterhoek (CR),CR02,Delfzijl en omgeving (CR),0.0
CR14,Achterhoek (CR),CR03,Overig Groningen (CR),0.1
CR14,Achterhoek (CR),CR04,Noord-Friesland (CR),0.1
CR14,Achterhoek (CR),CR05,Zuidwest-Friesland (CR),0.0
CR14,Achterhoek (CR),CR06,Zuidoost-Friesland (CR),0.1
CR14,Achterhoek (CR),CR07,Noord-Drenthe (CR),0.0
CR14,Achterhoek (CR),CR08,Zuidoost-Drenthe (CR),0.2
CR14,Achterhoek (CR),CR09,Zuidwest-Drenthe (CR),0.2
CR14,Achterhoek (CR),CR10,Noord-Overijssel (CR),1.3
CR14,Achterhoek (CR),CR11,Zuidwest-Overijssel (CR),4.4
CR14,Achterhoek (CR),CR12,Twente (CR),8.4
CR14,Achterhoek (CR),CR13,Veluwe (CR),12.1
CR14,Achterhoek (CR),CR14,Achterhoek (CR),119.5
CR14,Achterhoek (CR),CR15,Arnhem/Nijmegen (CR),19.8
CR14,Achterhoek (CR),CR16,Zuidwest-Gelderland (CR),1.7
CR14,Achterhoek (CR),CR17,Utrecht (CR),2.7
CR14,Achterhoek (CR),CR18,Kop van Noord-Holland (CR),0.1
CR14,Achterhoek (CR),CR19,Alkmaar en omgeving (CR),0.0
CR14,Achterhoek (CR),CR20,IJmond (CR),0.0
CR14,Achterhoek (CR),CR21,Agglomeratie Haarlem (CR),0.0
CR14,Achterhoek (CR),CR22,Zaanstreek (CR),0.0
CR14,Achterhoek (CR),CR23,Groot-Amsterdam (CR),1.3
CR14,Achterhoek (CR),CR24,Het Gooi en Vechtstreek (CR),0.2
CR14,Achterhoek (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.2
CR14,Achterhoek (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.5
CR14,Achterhoek (CR),CR27,Delft en Westland (CR),0.1
CR14,Achterhoek (CR),CR28,Oost-Zuid-Holland (CR),0.2
CR14,Achterhoek (CR),CR29,Groot-Rijnmond (CR),1.1
CR14,Achterhoek (CR),CR30,Zuidoost-Zuid-Holland (CR),0.3
CR14,Achterhoek (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
CR14,Achterhoek (CR),CR32,Overig Zeeland (CR),0.2
CR14,Achterhoek (CR),CR33,West-Noord-Brabant (CR),0.5
CR14,Achterhoek (CR),CR34,Midden-Noord-Brabant (CR),0.4
CR14,Achterhoek (CR),CR35,Noordoost-Noord-Brabant (CR),1.2
CR14,Achterhoek (CR),CR36,Zuidoost-Noord-Brabant (CR),2.4
CR14,Achterhoek (CR),CR37,Noord-Limburg (CR),3.2
CR14,Achterhoek (CR),CR38,Midden-Limburg (CR),1.2
CR14,Achterhoek (CR),CR39,Zuid-Limburg (CR),3.7
CR14,Achterhoek (CR),CR40,Flevoland (CR),0.9
CR15,Arnhem/Nijmegen (CR),CR01,Oost-Groningen (CR),0.0
CR15,Arnhem/Nijmegen (CR),CR02,Delfzijl en omgeving (CR),0.0
CR15,Arnhem/Nijmegen (CR),CR03,Overig Groningen (CR),0.2
CR15,Arnhem/Nijmegen (CR),CR04,Noord-Friesland (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR05,Zuidwest-Friesland (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR06,Zuidoost-Friesland (CR),0.2
CR15,Arnhem/Nijmegen (CR),CR07,Noord-Drenthe (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR08,Zuidoost-Drenthe (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR09,Zuidwest-Drenthe (CR),0.3
CR15,Arnhem/Nijmegen (CR),CR10,Noord-Overijssel (CR),1.7
CR15,Arnhem/Nijmegen (CR),CR11,Zuidwest-Overijssel (CR),1.6
CR15,Arnhem/Nijmegen (CR),CR12,Twente (CR),1.7
CR15,Arnhem/Nijmegen (CR),CR13,Veluwe (CR),27.3
CR15,Arnhem/Nijmegen (CR),CR14,Achterhoek (CR),15.1
CR15,Arnhem/Nijmegen (CR),CR15,Arnhem/Nijmegen (CR),228.5
CR15,Arnhem/Nijmegen (CR),CR16,Zuidwest-Gelderland (CR),10.0
CR15,Arnhem/Nijmegen (CR),CR17,Utrecht (CR),12.8
CR15,Arnhem/Nijmegen (CR),CR18,Kop van Noord-Holland (CR),0.2
CR15,Arnhem/Nijmegen (CR),CR19,Alkmaar en omgeving (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR20,IJmond (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR21,Agglomeratie Haarlem (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR22,Zaanstreek (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR23,Groot-Amsterdam (CR),5.5
CR15,Arnhem/Nijmegen (CR),CR24,Het Gooi en Vechtstreek (CR),0.6
CR15,Arnhem/Nijmegen (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.5
CR15,Arnhem/Nijmegen (CR),CR26,Agglomeratie 's-Gravenhage (CR),2.1
CR15,Arnhem/Nijmegen (CR),CR27,Delft en Westland (CR),0.3
CR15,Arnhem/Nijmegen (CR),CR28,Oost-Zuid-Holland (CR),0.4
CR15,Arnhem/Nijmegen (CR),CR29,Groot-Rijnmond (CR),2.9
CR15,Arnhem/Nijmegen (CR),CR30,Zuidoost-Zuid-Holland (CR),1.0
CR15,Arnhem/Nijmegen (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.1
CR15,Arnhem/Nijmegen (CR),CR32,Overig Zeeland (CR),0.3
CR15,Arnhem/Nijmegen (CR),CR33,West-Noord-Brabant (CR),1.6
CR15,Arnhem/Nijmegen (CR),CR34,Midden-Noord-Brabant (CR),1.9
CR15,Arnhem/Nijmegen (CR),CR35,Noordoost-Noord-Brabant (CR),13.6
CR15,Arnhem/Nijmegen (CR),CR36,Zuidoost-Noord-Brabant (CR),7.0
CR15,Arnhem/Nijmegen (CR),CR37,Noord-Limburg (CR),6.6
CR15,Arnhem/Nijmegen (CR),CR38,Midden-Limburg (CR),2.0
CR15,Arnhem/Nijmegen (CR),CR39,Zuid-Limburg (CR),3.9
CR15,Arnhem/Nijmegen (CR),CR40,Flevoland (CR),1.2
CR16,Zuidwest-Gelderland (CR),CR01,Oost-Groningen (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR02,Delfzijl en omgeving (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR03,Overig Groningen (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR04,Noord-Friesland (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR05,Zuidwest-Friesland (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR06,Zuidoost-Friesland (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR07,Noord-Drenthe (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR08,Zuidoost-Drenthe (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR10,Noord-Overijssel (CR),0.2
CR16,Zuidwest-Gelderland (CR),CR11,Zuidwest-Overijssel (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR12,Twente (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR13,Veluwe (CR),3.9
CR16,Zuidwest-Gelderland (CR),CR14,Achterhoek (CR),1.4
CR16,Zuidwest-Gelderland (CR),CR15,Arnhem/Nijmegen (CR),6.9
CR16,Zuidwest-Gelderland (CR),CR16,Zuidwest-Gelderland (CR),60.9
CR16,Zuidwest-Gelderland (CR),CR17,Utrecht (CR),17.5
CR16,Zuidwest-Gelderland (CR),CR18,Kop van Noord-Holland (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR19,Alkmaar en omgeving (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR20,IJmond (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR21,Agglomeratie Haarlem (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR22,Zaanstreek (CR),0.0
CR16,Zuidwest-Gelderland (CR),CR23,Groot-Amsterdam (CR),3.0
CR16,Zuidwest-Gelderland (CR),CR24,Het Gooi en Vechtstreek (CR),0.5
CR16,Zuidwest-Gelderland (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.3
CR16,Zuidwest-Gelderland (CR),CR26,Agglomeratie 's-Gravenhage (CR),1.1
CR16,Zuidwest-Gelderland (CR),CR27,Delft en Westland (CR),0.2
CR16,Zuidwest-Gelderland (CR),CR28,Oost-Zuid-Holland (CR),0.4
CR16,Zuidwest-Gelderland (CR),CR29,Groot-Rijnmond (CR),2.0
CR16,Zuidwest-Gelderland (CR),CR30,Zuidoost-Zuid-Holland (CR),3.0
CR16,Zuidwest-Gelderland (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.1
CR16,Zuidwest-Gelderland (CR),CR32,Overig Zeeland (CR),0.3
CR16,Zuidwest-Gelderland (CR),CR33,West-Noord-Brabant (CR),1.6
CR16,Zuidwest-Gelderland (CR),CR34,Midden-Noord-Brabant (CR),3.0
CR16,Zuidwest-Gelderland (CR),CR35,Noordoost-Noord-Brabant (CR),7.4
CR16,Zuidwest-Gelderland (CR),CR36,Zuidoost-Noord-Brabant (CR),2.0
CR16,Zuidwest-Gelderland (CR),CR37,Noord-Limburg (CR),2.0
CR16,Zuidwest-Gelderland (CR),CR38,Midden-Limburg (CR),0.7
CR16,Zuidwest-Gelderland (CR),CR39,Zuid-Limburg (CR),0.6
CR16,Zuidwest-Gelderland (CR),CR40,Flevoland (CR),0.5
CR17,Utrecht (CR),CR01,Oost-Groningen (CR),0.0
CR17,Utrecht (CR),CR02,Delfzijl en omgeving (CR),0.0
CR17,Utrecht (CR),CR03,Overig Groningen (CR),0.6
CR17,Utrecht (CR),CR04,Noord-Friesland (CR),0.2
CR17,Utrecht (CR),CR05,Zuidwest-Friesland (CR),0.2
CR17,Utrecht (CR),CR06,Zuidoost-Friesland (CR),0.2
CR17,Utrecht (CR),CR07,Noord-Drenthe (CR),0.1
CR17,Utrecht (CR),CR08,Zuidoost-Drenthe (CR),0.2
CR17,Utrecht (CR),CR09,Zuidwest-Drenthe (CR),0.5
CR17,Utrecht (CR),CR10,Noord-Overijssel (CR),1.3
CR17,Utrecht (CR),CR11,Zuidwest-Overijssel (CR),0.5
CR17,Utrecht (CR),CR12,Twente (CR),1.0
CR17,Utrecht (CR),CR13,Veluwe (CR),21.9
CR17,Utrecht (CR),CR14,Achterhoek (CR),1.1
CR17,Utrecht (CR),CR15,Arnhem/Nijmegen (CR),6.7
CR17,Utrecht (CR),CR16,Zuidwest-Gelderland (CR),8.4
CR17,Utrecht (CR),CR17,Utrecht (CR),453.4
CR17,Utrecht (CR),CR18,Kop van Noord-Holland (CR),0.8
CR17,Utrecht (CR),CR19,Alkmaar en omgeving (CR),1.4
CR17,Utrecht (CR),CR20,IJmond (CR),1.0
CR17,Utrecht (CR),CR21,Agglomeratie Haarlem (CR),1.7
CR17,Utrecht (CR),CR22,Zaanstreek (CR),0.9
CR17,Utrecht (CR),CR23,Groot-Amsterdam (CR),76.2
CR17,Utrecht (CR),CR24,Het Gooi en Vechtstreek (CR),18.9
CR17,Utrecht (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),4.9
CR17,Utrecht (CR),CR26,Agglomeratie 's-Gravenhage (CR),11.1
CR17,Utrecht (CR),CR27,Delft en Westland (CR),1.8
CR17,Utrecht (CR),CR28,Oost-Zuid-Holland (CR),8.1
CR17,Utrecht (CR),CR29,Groot-Rijnmond (CR),12.1
CR17,Utrecht (CR),CR30,Zuidoost-Zuid-Holland (CR),6.6
CR17,Utrecht (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.1
CR17,Utrecht (CR),CR32,Overig Zeeland (CR),0.5
CR17,Utrecht (CR),CR33,West-Noord-Brabant (CR),2.4
CR17,Utrecht (CR),CR34,Midden-Noord-Brabant (CR),2.8
CR17,Utrecht (CR),CR35,Noordoost-Noord-Brabant (CR),4.0
CR17,Utrecht (CR),CR36,Zuidoost-Noord-Brabant (CR),4.0
CR17,Utrecht (CR),CR37,Noord-Limburg (CR),0.8
CR17,Utrecht (CR),CR38,Midden-Limburg (CR),0.4
CR17,Utrecht (CR),CR39,Zuid-Limburg (CR),0.9
CR17,Utrecht (CR),CR40,Flevoland (CR),4.6
CR18,Kop van Noord-Holland (CR),CR01,Oost-Groningen (CR),0.0
CR18,Kop van Noord-Holland (CR),CR02,Delfzijl en omgeving (CR),0.0
CR18,Kop van Noord-Holland (CR),CR03,Overig Groningen (CR),0.1
CR18,Kop van Noord-Holland (CR),CR04,Noord-Friesland (CR),0.2
CR18,Kop van Noord-Holland (CR),CR05,Zuidwest-Friesland (CR),0.2
CR18,Kop van Noord-Holland (CR),CR06,Zuidoost-Friesland (CR),0.1
CR18,Kop van Noord-Holland (CR),CR07,Noord-Drenthe (CR),0.0
CR18,Kop van Noord-Holland (CR),CR08,Zuidoost-Drenthe (CR),0.1
CR18,Kop van Noord-Holland (CR),CR09,Zuidwest-Drenthe (CR),0.1
CR18,Kop van Noord-Holland (CR),CR10,Noord-Overijssel (CR),0.2
CR18,Kop van Noord-Holland (CR),CR11,Zuidwest-Overijssel (CR),0.1
CR18,Kop van Noord-Holland (CR),CR12,Twente (CR),0.1
CR18,Kop van Noord-Holland (CR),CR13,Veluwe (CR),0.7
CR18,Kop van Noord-Holland (CR),CR14,Achterhoek (CR),0.1
CR18,Kop van Noord-Holland (CR),CR15,Arnhem/Nijmegen (CR),0.3
CR18,Kop van Noord-Holland (CR),CR16,Zuidwest-Gelderland (CR),0.1
CR18,Kop van Noord-Holland (CR),CR17,Utrecht (CR),2.0
CR18,Kop van Noord-Holland (CR),CR18,Kop van Noord-Holland (CR),112.3
CR18,Kop van Noord-Holland (CR),CR19,Alkmaar en omgeving (CR),21.7
CR18,Kop van Noord-Holland (CR),CR20,IJmond (CR),3.4
CR18,Kop van Noord-Holland (CR),CR21,Agglomeratie Haarlem (CR),1.6
CR18,Kop van Noord-Holland (CR),CR22,Zaanstreek (CR),4.4
CR18,Kop van Noord-Holland (CR),CR23,Groot-Amsterdam (CR),22.3
CR18,Kop van Noord-Holland (CR),CR24,Het Gooi en Vechtstreek (CR),1.0
CR18,Kop van Noord-Holland (CR),CR25,Agglomeratie Leiden en Bollenstreek (CR),0.4
CR18,Kop van Noord-Holland (CR),CR26,Agglomeratie 's-Gravenhage (CR),0.6
CR18,Kop van Noord-Holland (CR),CR27,Delft en Westland (CR),1.0
CR18,Kop van Noord-Holland (CR),CR28,Oost-Zuid-Holland (CR),0.2
CR18,Kop van Noord-Holland (CR),CR29,Groot-Rijnmond (CR),0.8
CR18,Kop van Noord-Holland (CR),CR30,Zuidoost-Zuid-Holland (CR),0.4
CR18,Kop van Noord-Holland (CR),CR31,Zeeuwsch-Vlaanderen (CR),0.0
